FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
quadra.fid-26cf0271_1572a199e54_291c,74381,Quadras Esportivas nas Escolas - Altos - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,ALTOS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-42.461 -5.039)),0
quadra.fid-26cf0271_1572a199e54_291d,74383,Quadras Esportivas nas Escolas - Betânia do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,BETÂNIA DO PIAUÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-40.796 -8.148)),0
quadra.fid-26cf0271_1572a199e54_291e,74384,Quadras Esportivas nas Escolas - Buriti dos Lopes - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,BURITI DOS LOPES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-41.867 -3.175)),0
quadra.fid-26cf0271_1572a199e54_291f,74385,Quadras Esportivas nas Escolas - Cabeceiras do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CABECEIRAS DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.309 -4.476)),0
quadra.fid-26cf0271_1572a199e54_2920,74386,Quadras Esportivas nas Escolas - Campo Largo do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CAMPO LARGO DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.629 -3.812)),0
quadra.fid-26cf0271_1572a199e54_2921,74387,Quadras Esportivas nas Escolas - Campo Maior - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CAMPO MAIOR,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.169 -4.828)),0
quadra.fid-26cf0271_1572a199e54_2922,74388,Quadras Esportivas nas Escolas - Caracol - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CARACOL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.33 -9.279)),0
quadra.fid-26cf0271_1572a199e54_2923,74389,Quadras Esportivas nas Escolas - Caridade do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CARIDADE DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.99 -7.733)),0
quadra.fid-26cf0271_1572a199e54_2924,74390,Quadras Esportivas nas Escolas - Caxingó - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CAXINGÓ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.896 -3.418)),0
quadra.fid-26cf0271_1572a199e54_2925,74391,Quadras Esportivas nas Escolas - Cristalândia do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,CRISTALÂNDIA DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-45.185 -10.653)),0
quadra.fid-26cf0271_1572a199e54_2926,74392,Quadras Esportivas nas Escolas - Francisco Ayres - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,FRANCISCO AYRES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.693 -6.623)),0
quadra.fid-26cf0271_1572a199e54_2927,74393,Quadras Esportivas nas Escolas - Guadalupe - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,GUADALUPE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.569 -6.787)),0
quadra.fid-26cf0271_1572a199e54_2928,74394,Quadras Esportivas nas Escolas - Guaribas - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,GUARIBAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.687 -9.398)),0
quadra.fid-26cf0271_1572a199e54_2929,74395,Quadras Esportivas nas Escolas - Ilha Grande - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,ILHA GRANDE,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-41.821 -2.858)),0
quadra.fid-26cf0271_1572a199e54_292a,74396,Quadras Esportivas nas Escolas - Inhuma - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,INHUMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.708 -6.668)),0
quadra.fid-26cf0271_1572a199e54_292b,74397,Quadras Esportivas nas Escolas - Itainópolis - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,ITAINÓPOLIS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.478 -7.447)),0
quadra.fid-26cf0271_1572a199e54_292c,74398,Quadras Esportivas nas Escolas - João Costa - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,JOÃO COSTA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.414 -8.511)),0
quadra.fid-26cf0271_1572a199e54_292d,74399,Quadras Esportivas nas Escolas - Juazeiro do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,JUAZEIRO DO PIAUÍ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-41.703 -5.172)),0
quadra.fid-26cf0271_1572a199e54_292e,74400,Quadras Esportivas nas Escolas - Lagoinha do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,LAGOINHA DO PIAUÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-42.623 -5.831)),0
quadra.fid-26cf0271_1572a199e54_292f,74401,Quadras Esportivas nas Escolas - Lagoa do Sítio - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,LAGOA DO SÍTIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.584 -6.513)),0
quadra.fid-26cf0271_1572a199e54_2930,74402,Quadras Esportivas nas Escolas - Miguel Alves - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,MIGUEL ALVES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.895 -4.166)),0
quadra.fid-26cf0271_1572a199e54_2931,74403,Quadras Esportivas nas Escolas - Miguel Leão - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,MIGUEL LEÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.739 -5.681)),0
quadra.fid-26cf0271_1572a199e54_2932,74405,Quadras Esportivas nas Escolas - Novo Santo Antônio - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,NOVO SANTO ANTÔNIO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.933 -5.288)),0
quadra.fid-26cf0271_1572a199e54_2933,74406,Quadras Esportivas nas Escolas - Pajeú do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PAJEÚ DO PIAUÍ,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-42.822 -7.856)),0
quadra.fid-26cf0271_1572a199e54_2934,74407,Quadras Esportivas nas Escolas - Palmeirais - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PALMEIRAIS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.063 -5.978)),0
quadra.fid-26cf0271_1572a199e54_2935,74408,Quadras Esportivas nas Escolas - Pedro Ii - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PEDRO II,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-41.459 -4.425)),0
quadra.fid-26cf0271_1572a199e54_2936,74409,Quadras Esportivas nas Escolas - Nova Santa Rita - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,NOVA SANTA RITA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-42.052 -8.087)),0
quadra.fid-26cf0271_1572a199e54_2937,74411,Quadras Esportivas nas Escolas - Pio Ix - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PIO IX,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.579 -6.838)),0
quadra.fid-26cf0271_1572a199e54_2938,74412,Quadras Esportivas nas Escolas - Piripiri - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PIRIPIRI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-41.777 -4.273)),0
quadra.fid-26cf0271_1572a199e54_2939,74413,Quadras Esportivas nas Escolas - Prata do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,PRATA DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-42.207 -5.667)),0
quadra.fid-26cf0271_1572a199e54_293a,74414,Quadras Esportivas nas Escolas - Redenção do Gurguéia - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,REDENÇÃO DO GURGUÉIA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-44.586 -9.487)),0
quadra.fid-26cf0271_1572a199e54_293b,74415,Quadras Esportivas nas Escolas - Riacho Frio - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,RIACHO FRIO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-44.953 -10.125)),0
quadra.fid-26cf0271_1572a199e54_293c,74416,Quadras Esportivas nas Escolas - Ribeiro Gonçalves - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,RIBEIRO GONÇALVES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-45.242 -7.558)),0
quadra.fid-26cf0271_1572a199e54_293d,74417,Quadras Esportivas nas Escolas - Rio Grande do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,RIO GRANDE DO PIAUÍ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-43.142 -7.775)),0
quadra.fid-26cf0271_1572a199e54_293e,74418,Quadras Esportivas nas Escolas - São Julião - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,SÃO JULIÃO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.826 -7.085)),0
quadra.fid-26cf0271_1572a199e54_293f,74419,Quadras Esportivas nas Escolas - São Pedro do Piauí - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,SÃO PEDRO DO PIAUÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-42.719 -5.929)),0
quadra.fid-26cf0271_1572a199e54_2940,74420,Quadras Esportivas nas Escolas - Simões - PI - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,PI,SIMÕES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.818 -7.599)),0
quadra.fid-26cf0271_1572a199e54_2941,74422,Quadras Esportivas nas Escolas - Araripe - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ARARIPE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.046 -7.213)),0
quadra.fid-26cf0271_1572a199e54_2942,74423,Quadras Esportivas nas Escolas - Assaré - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ASSARÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.875 -6.874)),0
quadra.fid-26cf0271_1572a199e54_2943,74424,Quadras Esportivas nas Escolas - Barreira - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,BARREIRA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.643 -4.287)),0
quadra.fid-26cf0271_1572a199e54_2944,74425,Quadras Esportivas nas Escolas - Beberibe - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,BEBERIBE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.131 -4.18)),0
quadra.fid-26cf0271_1572a199e54_2945,74426,Quadras Esportivas nas Escolas - Bela Cruz - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,BELA CRUZ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.168 -3.051)),0
quadra.fid-26cf0271_1572a199e54_2946,74427,Quadras Esportivas nas Escolas - Bela Cruz - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,BELA CRUZ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.168 -3.051)),0
quadra.fid-26cf0271_1572a199e54_2947,74428,Quadras Esportivas nas Escolas - Boa Viagem - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,BOA VIAGEM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.732 -5.128)),0
quadra.fid-26cf0271_1572a199e54_2948,74429,Quadras Esportivas nas Escolas - Campos Sales - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CAMPOS SALES,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.376 -7.074)),0
quadra.fid-26cf0271_1572a199e54_2949,74430,Quadras Esportivas nas Escolas - Canindé - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CANINDÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.312 -4.359)),0
quadra.fid-26cf0271_1572a199e54_294a,74431,Quadras Esportivas nas Escolas - Cariré - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CARIRÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.473 -3.951)),0
quadra.fid-26cf0271_1572a199e54_294b,74432,Quadras Esportivas nas Escolas - Carnaubal - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CARNAUBAL,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.943 -4.167)),0
quadra.fid-26cf0271_1572a199e54_294c,74433,Quadras Esportivas nas Escolas - Cedro - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CEDRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.062 -6.607)),0
quadra.fid-26cf0271_1572a199e54_294d,74434,Quadras Esportivas nas Escolas - Cedro - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CEDRO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.062 -6.607)),0
quadra.fid-26cf0271_1572a199e54_294e,74435,Quadras Esportivas nas Escolas - Chaval - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CHAVAL,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-41.244 -3.034)),0
quadra.fid-26cf0271_1572a199e54_294f,74436,Quadras Esportivas nas Escolas - Crateús - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CRATEÚS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.678 -5.178)),0
quadra.fid-26cf0271_1572a199e54_2950,74437,Quadras Esportivas nas Escolas - Crato - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CRATO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-39.409 -7.234)),0
quadra.fid-26cf0271_1572a199e54_2951,74438,Quadras Esportivas nas Escolas - Cruz - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CRUZ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.172 -2.918)),0
quadra.fid-26cf0271_1572a199e54_2952,74439,Quadras Esportivas nas Escolas - Cruz - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CRUZ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.172 -2.918)),0
quadra.fid-26cf0271_1572a199e54_2953,74440,Quadras Esportivas nas Escolas - Cruz - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,CRUZ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.172 -2.918)),0
quadra.fid-26cf0271_1572a199e54_2954,74441,Quadras Esportivas nas Escolas - Deputado Irapuan Pinheiro - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,DEPUTADO IRAPUAN PINHEIRO,--,,Concluído,30 de Junho de 2015,MULTIPOINT ((-39.268 -5.917)),0
quadra.fid-26cf0271_1572a199e54_2955,74442,Quadras Esportivas nas Escolas - Forquilha - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,FORQUILHA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.261 -3.798)),0
quadra.fid-26cf0271_1572a199e54_2956,74443,Quadras Esportivas nas Escolas - Fortim - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,FORTIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.797 -4.452)),0
quadra.fid-26cf0271_1572a199e54_2957,74444,Quadras Esportivas nas Escolas - Groaíras - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,GROAÍRAS,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.383 -3.913)),0
quadra.fid-26cf0271_1572a199e54_2958,74445,Quadras Esportivas nas Escolas - Ibaretama - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IBARETAMA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-38.753 -4.804)),0
quadra.fid-26cf0271_1572a199e54_2959,74446,Quadras Esportivas nas Escolas - Ibiapina - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IBIAPINA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.889 -3.923)),0
quadra.fid-26cf0271_1572a199e54_295a,74447,Quadras Esportivas nas Escolas - Ibicuitinga - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IBICUITINGA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.639 -4.974)),0
quadra.fid-26cf0271_1572a199e54_295b,74448,Quadras Esportivas nas Escolas - Ibicuitinga - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IBICUITINGA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.639 -4.974)),0
quadra.fid-26cf0271_1572a199e54_295c,74449,Quadras Esportivas nas Escolas - Icapuí - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ICAPUÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2015,MULTIPOINT ((-37.355 -4.713)),0
quadra.fid-26cf0271_1572a199e54_295d,74450,Quadras Esportivas nas Escolas - Ipaumirim - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IPAUMIRIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.719 -6.79)),0
quadra.fid-26cf0271_1572a199e54_295e,74451,Quadras Esportivas nas Escolas - Ipu - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IPU,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.711 -4.322)),0
quadra.fid-26cf0271_1572a199e54_295f,74452,Quadras Esportivas nas Escolas - Iracema - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IRACEMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.306 -5.812)),0
quadra.fid-26cf0271_1572a199e54_2960,74453,Quadras Esportivas nas Escolas - Irauçuba - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IRAUÇUBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.783 -3.746)),0
quadra.fid-26cf0271_1572a199e54_2961,74454,Quadras Esportivas nas Escolas - Irauçuba - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,IRAUÇUBA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.783 -3.746)),0
quadra.fid-26cf0271_1572a199e54_2962,74455,Quadras Esportivas nas Escolas - Itapagé - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAPAGÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.586 -3.687)),0
quadra.fid-26cf0271_1572a199e54_2963,74456,Quadras Esportivas nas Escolas - Itapagé - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAPAGÉ,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.586 -3.687)),0
quadra.fid-26cf0271_1572a199e54_2964,74457,Quadras Esportivas nas Escolas - Itapipoca - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAPIPOCA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-39.579 -3.494)),0
quadra.fid-26cf0271_1572a199e54_2965,74458,Quadras Esportivas nas Escolas - Itapipoca - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAPIPOCA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.579 -3.494)),0
quadra.fid-26cf0271_1572a199e54_2966,74459,Quadras Esportivas nas Escolas - Itarema - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAREMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.915 -2.92)),0
quadra.fid-26cf0271_1572a199e54_2967,74460,Quadras Esportivas nas Escolas - Itarema - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,ITAREMA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.915 -2.92)),0
quadra.fid-26cf0271_1572a199e54_2968,74461,Quadras Esportivas nas Escolas - Jaguaruana - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,JAGUARUANA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-37.781 -4.834)),0
quadra.fid-26cf0271_1572a199e54_2969,74462,Quadras Esportivas nas Escolas - Jardim - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,JARDIM,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-39.298 -7.582)),0
quadra.fid-26cf0271_1572a199e54_296a,74463,Quadras Esportivas nas Escolas - Jati - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,JATI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Ação preparatória,30 de Junho de 2015,MULTIPOINT ((-39.016 -7.686)),0
quadra.fid-26cf0271_1572a199e54_296b,74464,Quadras Esportivas nas Escolas - Marco - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,MARCO,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.147 -3.124)),0
quadra.fid-26cf0271_1572a199e54_296c,74465,Quadras Esportivas nas Escolas - Martinópole - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,MARTINÓPOLE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.697 -3.226)),0
quadra.fid-26cf0271_1572a199e54_296d,74466,Quadras Esportivas nas Escolas - Martinópole - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,MARTINÓPOLE,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-40.697 -3.226)),0
quadra.fid-26cf0271_1572a199e54_296e,74467,Quadras Esportivas nas Escolas - Morada Nova - CE - Cobertura de Quadra,Comunidade Cidadã,Quadras Esportivas nas Escolas,Ministério da Educação,Município,CE,MORADA NOVA,--,,Em obras,30 de Junho de 2015,MULTIPOINT ((-38.373 -5.107)),0
